accuracy,position,region,n_trials,subject,date,probe
0.49266666666666675,740,VIS,30,459601,20240409,probe00
0.45533333333333337,750,VIS,30,459601,20240409,probe00
0.47533333333333344,760,VIS,30,459601,20240409,probe00
0.45466666666666655,770,VIS,30,459601,20240409,probe00
0.4373333333333334,780,VIS,30,459601,20240409,probe00
0.4806666666666667,790,VIS,30,459601,20240409,probe00
0.46399999999999997,800,VIS,30,459601,20240409,probe00
0.47266666666666673,810,VIS,30,459601,20240409,probe00
0.44133333333333324,820,VIS,30,459601,20240409,probe00
0.4933333333333333,830,VIS,30,459601,20240409,probe00
0.4759999999999999,840,VIS,30,459601,20240409,probe00
0.4593333333333333,850,VIS,30,459601,20240409,probe00
0.48399999999999993,860,VIS,30,459601,20240409,probe00
0.45399999999999996,870,VIS,30,459601,20240409,probe00
0.47199999999999986,880,VIS,30,459601,20240409,probe00
0.4426666666666669,890,VIS,30,459601,20240409,probe00
0.45733333333333326,900,VIS,30,459601,20240409,probe00
0.4733333333333333,910,VIS,30,459601,20240409,probe00
0.4606666666666668,920,VIS,30,459601,20240409,probe00
0.49533333333333324,930,VIS,30,459601,20240409,probe00
0.458,940,VIS,30,459601,20240409,probe00
0.4786666666666665,950,VIS,30,459601,20240409,probe00
0.4613333333333334,960,VIS,30,459601,20240409,probe00
0.468,970,VIS,30,459601,20240409,probe00
0.46333333333333326,980,VIS,30,459601,20240409,probe00
0.48333333333333334,990,VIS,30,459601,20240409,probe00
0.4626666666666667,1000,VIS,30,459601,20240409,probe00
0.4806666666666668,1010,VIS,30,459601,20240409,probe00
0.46733333333333343,1020,VIS,30,459601,20240409,probe00
0.44133333333333324,1030,VIS,30,459601,20240409,probe00
0.4613333333333334,1040,VIS,30,459601,20240409,probe00
0.4453333333333333,1050,VIS,30,459601,20240409,probe00
0.4693333333333333,1060,VIS,30,459601,20240409,probe00
0.4626666666666668,1070,VIS,30,459601,20240409,probe00
0.4693333333333333,1080,VIS,30,459601,20240409,probe00
0.4933333333333333,1090,VIS,30,459601,20240409,probe00
0.5073333333333335,1100,VIS,30,459601,20240409,probe00
0.47600000000000003,1110,VIS,30,459601,20240409,probe00
0.44533333333333336,1120,VIS,30,459601,20240409,probe00
0.47666666666666674,1130,VIS,30,459601,20240409,probe00
0.5033333333333333,1140,VIS,30,459601,20240409,probe00
0.44933333333333336,1150,VIS,30,459601,20240409,probe00
0.47199999999999986,1160,VIS,30,459601,20240409,probe00
0.4786666666666666,1170,VIS,30,459601,20240409,probe00
0.474,1180,VIS,30,459601,20240409,probe00
0.4686666666666668,1190,VIS,30,459601,20240409,probe00
0.46666666666666656,1200,VIS,30,459601,20240409,probe00
0.48399999999999993,1210,VIS,30,459601,20240409,probe00
0.4579999999999999,1220,VIS,30,459601,20240409,probe00
0.468,1230,VIS,30,459601,20240409,probe00
0.4793333333333332,1240,VIS,30,459601,20240409,probe00
0.46999999999999986,1250,VIS,30,459601,20240409,probe00
0.48466666666666663,1260,VIS,30,459601,20240409,probe00
0.446,1270,VIS,30,459601,20240409,probe00
0.4793333333333334,1280,VIS,30,459601,20240409,probe00
0.4813333333333333,1290,VIS,30,459601,20240409,probe00
0.47,1300,VIS,30,459601,20240409,probe00
0.46466666666666656,1310,VIS,30,459601,20240409,probe00
0.47466666666666657,1320,VIS,30,459601,20240409,probe00
0.4693333333333333,1330,VIS,30,459601,20240409,probe00
0.4786666666666665,1340,VIS,30,459601,20240409,probe00
0.4793333333333334,1350,VIS,30,459601,20240409,probe00
0.46333333333333343,1360,VIS,30,459601,20240409,probe00
0.4206666666666667,1370,VIS,30,459601,20240409,probe00
0.4613333333333333,1380,VIS,30,459601,20240409,probe00
0.4546666666666666,1390,VIS,30,459601,20240409,probe00
0.4620000000000001,1400,VIS,30,459601,20240409,probe00
0.46999999999999986,1410,VIS,30,459601,20240409,probe00
0.46199999999999997,1420,VIS,30,459601,20240409,probe00
0.4793333333333334,1430,VIS,30,459601,20240409,probe00
0.4353333333333334,1440,VIS,30,459601,20240409,probe00
0.4653333333333333,1450,VIS,30,459601,20240409,probe00
0.4886666666666666,1460,VIS,30,459601,20240409,probe00
0.452,1470,VIS,30,459601,20240409,probe00
0.5000000000000002,30,CA1,30,459601,20240409,probe01
0.4833333333333333,40,CA1,30,459601,20240409,probe01
0.47400000000000003,50,CA1,30,459601,20240409,probe01
0.4673333333333332,60,CA1,30,459601,20240409,probe01
0.4793333333333334,70,CA1,30,459601,20240409,probe01
0.4633333333333332,80,CA1,30,459601,20240409,probe01
0.4806666666666667,90,CA1,30,459601,20240409,probe01
0.43866666666666665,100,CA1,30,459601,20240409,probe01
0.45533333333333326,110,CA1,30,459601,20240409,probe01
0.4533333333333335,120,CA1,30,459601,20240409,probe01
0.49999999999999994,130,CA1,30,459601,20240409,probe01
0.45933333333333337,140,CA1,30,459601,20240409,probe01
0.4640000000000001,150,CA1,30,459601,20240409,probe01
0.4546666666666666,160,CA1,30,459601,20240409,probe01
0.4500000000000001,170,CA1,30,459601,20240409,probe01
0.466,180,CA1,30,459601,20240409,probe01
0.46866666666666673,190,CA1,30,459601,20240409,probe01
0.48,200,CA1,30,459601,20240409,probe01
0.4686666666666667,210,CA1,30,459601,20240409,probe01
0.46933333333333344,220,CA1,30,459601,20240409,probe01
0.4640000000000002,230,CA1,30,459601,20240409,probe01
0.42333333333333334,240,CA1,30,459601,20240409,probe01
0.4613333333333334,250,CA1,30,459601,20240409,probe01
0.4580000000000002,260,CA1,30,459601,20240409,probe01
0.4733333333333334,270,CA1,30,459601,20240409,probe01
0.48000000000000015,280,CA1,30,459601,20240409,probe01
0.4606666666666667,290,CA1,30,459601,20240409,probe01
0.46133333333333326,300,CA1,30,459601,20240409,probe01
0.46933333333333344,310,CA1,30,459601,20240409,probe01
0.4833333333333333,320,CA1,30,459601,20240409,probe01
0.46199999999999997,330,CA1,30,459601,20240409,probe01
0.46733333333333354,340,CA1,30,459601,20240409,probe01
0.4726666666666667,350,CA1,30,459601,20240409,probe01
0.46866666666666673,360,CA1,30,459601,20240409,probe01
0.43066666666666653,370,CA1,30,459601,20240409,probe01
0.4393333333333336,380,CA1,30,459601,20240409,probe01
0.4713333333333333,390,CA1,30,459601,20240409,probe01
0.4506666666666666,400,CA1,30,459601,20240409,probe01
0.4700000000000001,410,CA1,30,459601,20240409,probe01
0.46466666666666656,420,CA1,30,459601,20240409,probe01
