subject,session,source_region,target_region,region_pair,position,accuracy,decoder_type,is_far
459601,20240409,CA1,PERI,CA1->PERI,885.0,0.5714285714285714,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,885.0,0.4642857142857143,source,1
459601,20240409,CA1,PERI,CA1->PERI,895.0,0.2857142857142857,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,895.0,0.6071428571428571,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,895.0,0.5714285714285714,source,1
459601,20240409,CA1,PERI,CA1->PERI,905.0,0.32142857142857145,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,905.0,0.5357142857142857,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,905.0,0.6428571428571429,source,1
459601,20240409,CA1,PERI,CA1->PERI,915.0,0.5357142857142857,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,915.0,0.39285714285714285,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,915.0,0.5,source,1
459601,20240409,CA1,PERI,CA1->PERI,925.0,0.5357142857142857,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,925.0,0.4642857142857143,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,925.0,0.5,source,1
459601,20240409,CA1,PERI,CA1->PERI,935.0,0.5,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,935.0,0.4642857142857143,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,935.0,0.4642857142857143,source,1
459601,20240409,CA1,PERI,CA1->PERI,945.0,0.5357142857142857,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,945.0,0.4642857142857143,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,945.0,0.5714285714285714,source,1
459601,20240409,CA1,PERI,CA1->PERI,955.0,0.5,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,955.0,0.5714285714285714,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,955.0,0.5714285714285714,source,1
459601,20240409,CA1,PERI,CA1->PERI,965.0,0.5714285714285714,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,965.0,0.4642857142857143,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,965.0,0.5357142857142857,source,1
459601,20240409,CA1,PERI,CA1->PERI,975.0,0.42857142857142855,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,975.0,0.6428571428571429,actual_target,1
