region_pair,region1,region2,object,p_value,f_stat,subject,date
VIS → LEC,VIS,LEC,object1,0.6075082390785917,1.0788002891469683,459601,20240411
LEC → VIS,LEC,VIS,object2,0.7999558121755401,0.9815182147026147,459601,20240411
VIS → LEC,VIS,LEC,object2,0.6075082390785917,0.9472491108236993,459601,20240411
LEC → VIS,LEC,VIS,object3,0.7999558121755401,1.03626185203318,459601,20240411
VIS → LEC,VIS,LEC,object3,0.7999558121755401,0.9949501586865079,459601,20240411
LEC → dCA1,LEC,dCA1,object1,1.0,0.9532052932884716,459601,20240411
dCA1 → LEC,dCA1,LEC,object1,0.6075082390785917,1.145110400903869,459601,20240411
LEC → dCA1,LEC,dCA1,object2,0.6075082390785917,0.9912013108431867,459601,20240411
dCA1 → LEC,dCA1,LEC,object2,0.6075082390785917,0.9598266034775433,459601,20240411
LEC → dCA1,LEC,dCA1,object3,0.6075082390785917,1.013936319294396,459601,20240411
dCA1 → LEC,dCA1,LEC,object3,0.4432614322332461,0.9545878498176023,459601,20240411
PERI 35 → PERI 36,PERI 35,PERI 36,object1,0.4432614322332461,1.0058588251845588,459601,20240411
PERI 36 → PERI 35,PERI 36,PERI 35,object1,0.6075082390785917,0.9778272240413783,459601,20240411
PERI 35 → PERI 36,PERI 35,PERI 36,object2,0.19520390370788432,0.9188592611555557,459601,20240411
PERI 36 → PERI 35,PERI 36,PERI 35,object2,0.06748301608180704,1.0117295013402967,459601,20240411
PERI 35 → PERI 36,PERI 35,PERI 36,object3,0.7999558121755401,1.019375457493266,459601,20240411
PERI 36 → PERI 35,PERI 36,PERI 35,object3,0.13087652047825624,1.0846928747668811,459601,20240411
PERI 35 → TEa,PERI 35,TEa,object1,0.7999558121755401,1.1121938807259393,459601,20240411
TEa → PERI 35,TEa,PERI 35,object1,0.3061425364016704,1.0334193552911344,459601,20240411
PERI 35 → TEa,PERI 35,TEa,object2,0.7999558121755401,1.0463194021746336,459601,20240411
TEa → PERI 35,TEa,PERI 35,object2,0.6075082390785917,1.0413537488150757,459601,20240411
PERI 35 → TEa,PERI 35,TEa,object3,1.0,0.9432358645855945,459601,20240411
TEa → PERI 35,TEa,PERI 35,object3,0.4432614322332461,1.0444243102264799,459601,20240411
PERI 35 → VIS,PERI 35,VIS,object1,0.6075082390785917,1.1099083277771817,459601,20240411
VIS → PERI 35,VIS,PERI 35,object1,1.0,0.9503821647439553,459601,20240411
PERI 35 → VIS,PERI 35,VIS,object2,0.4432614322332461,1.0168498548398142,459601,20240411
VIS → PERI 35,VIS,PERI 35,object2,0.02129820103003169,0.9561837653676096,459601,20240411
PERI 35 → VIS,PERI 35,VIS,object3,1.0,0.994271504578818,459601,20240411
VIS → PERI 35,VIS,PERI 35,object3,0.7999558121755401,1.0144895826137197,459601,20240411
PERI 35 → dCA1,PERI 35,dCA1,object1,0.6075082390785917,0.9554333724064613,459601,20240411
dCA1 → PERI 35,dCA1,PERI 35,object1,1.0,1.1509561528967511,459601,20240411
PERI 35 → dCA1,PERI 35,dCA1,object2,0.19520390370788432,0.8821444267223433,459601,20240411
dCA1 → PERI 35,dCA1,PERI 35,object2,0.4432614322332461,0.8858853653704315,459601,20240411
PERI 35 → dCA1,PERI 35,dCA1,object3,0.3061425364016704,0.9892628923170934,459601,20240411
dCA1 → PERI 35,dCA1,PERI 35,object3,0.3061425364016704,0.904143705005933,459601,20240411
PERI 36 → TEa,PERI 36,TEa,object1,1.0,1.118755569558363,459601,20240411
TEa → PERI 36,TEa,PERI 36,object1,1.0,0.9164432316758704,459601,20240411
PERI 36 → TEa,PERI 36,TEa,object2,0.7999558121755401,1.0761054583702911,459601,20240411
TEa → PERI 36,TEa,PERI 36,object2,0.06748301608180704,1.129600832344587,459601,20240411
PERI 36 → TEa,PERI 36,TEa,object3,1.0,0.9665029494671397,459601,20240411
TEa → PERI 36,TEa,PERI 36,object3,1.0,1.0362332429790477,459601,20240411
PERI 36 → VIS,PERI 36,VIS,object1,0.03620332641250651,1.0028836800333152,459601,20240411
VIS → PERI 36,VIS,PERI 36,object1,0.19520390370788432,1.0895978798472084,459601,20240411
PERI 36 → VIS,PERI 36,VIS,object2,1.0,0.9529113759862793,459601,20240411
VIS → PERI 36,VIS,PERI 36,object2,0.4432614322332461,0.9410493845064152,459601,20240411
PERI 36 → VIS,PERI 36,VIS,object3,0.4432614322332461,0.9899722398127286,459601,20240411
VIS → PERI 36,VIS,PERI 36,object3,0.3061425364016704,0.9554811370343821,459601,20240411
PERI 36 → dCA1,PERI 36,dCA1,object1,1.0,0.9755283462076207,459601,20240411
dCA1 → PERI 36,dCA1,PERI 36,object1,0.02129820103003169,1.1398050491155445,459601,20240411
PERI 36 → dCA1,PERI 36,dCA1,object2,1.0,1.0011732158976039,459601,20240411
dCA1 → PERI 36,dCA1,PERI 36,object2,0.7999558121755401,0.9905936409744158,459601,20240411
