region_pair,region1,region2,object,p_value,f_stat,null_f_stat,subject,date
dCA1 → iCA1,dCA1,iCA1,object1,0.19560878243512975,1.1592058079551435,1.1069323400403686,462910,20240814
iCA1 → dCA1,iCA1,dCA1,object2,0.23552894211576847,1.1863864153020593,1.0954452536835775,462910,20240814
dCA1 → iCA1,dCA1,iCA1,object2,0.013972055888223553,1.2485452444365814,1.2059652244569434,462910,20240814
iCA1 → dCA1,iCA1,dCA1,object3,0.16367265469061876,1.1082086083049443,1.0455775824527371,462910,20240814
dCA1 → iCA1,dCA1,iCA1,object3,0.31137724550898205,1.0842568065084175,1.1177574589435877,462910,20240814
VIS → iCA1,VIS,iCA1,object1,0.25349301397205587,1.2205649740872728,1.1420249725533853,462910,20240815
iCA1 → VIS,iCA1,VIS,object1,0.5109780439121756,1.1815324916642236,1.1597571176926817,462910,20240815
VIS → iCA1,VIS,iCA1,object2,0.6447105788423154,1.1316860698672242,1.1597435293373994,462910,20240815
iCA1 → VIS,iCA1,VIS,object2,0.001996007984031936,1.3370715823780843,1.241875102427324,462910,20240815
VIS → iCA1,VIS,iCA1,object3,0.7764471057884231,1.0699390871561474,1.1060124563496099,462910,20240815
iCA1 → VIS,iCA1,VIS,object3,0.00998003992015968,1.2394213465276327,1.1034697599401826,462910,20240815
VIS → dCA1,VIS,dCA1,object1,0.015968063872255488,1.310091262672231,1.305838183702444,462910,20240815
dCA1 → VIS,dCA1,VIS,object1,0.6966067864271457,1.1099145929814054,1.0499693542933581,462910,20240815
VIS → dCA1,VIS,dCA1,object2,0.9321357285429142,1.0566424975678832,1.1572013233404241,462910,20240815
dCA1 → VIS,dCA1,VIS,object2,0.4530938123752495,1.1021928184372929,1.09913571696669,462910,20240815
VIS → dCA1,VIS,dCA1,object3,0.2934131736526946,1.122445739272096,1.0494541412938634,462910,20240815
dCA1 → VIS,dCA1,VIS,object3,0.35129740518962077,1.1292763027586727,1.0949664322699246,462910,20240815
iCA1 → dCA1,iCA1,dCA1,object1,0.02594810379241517,1.2972074530229982,1.0588843041414455,462910,20240815
dCA1 → iCA1,dCA1,iCA1,object1,0.031936127744510975,1.274380891214547,1.1191766100900613,462910,20240815
iCA1 → dCA1,iCA1,dCA1,object2,0.007984031936127744,1.2905831639818466,1.1515030786427445,462910,20240815
dCA1 → iCA1,dCA1,iCA1,object2,0.029940119760479042,1.2572388250043205,1.0952537732563603,462910,20240815
iCA1 → dCA1,iCA1,dCA1,object3,0.15568862275449102,1.1324484340147967,0.9871129468517802,462910,20240815
dCA1 → iCA1,dCA1,iCA1,object3,0.5868263473053892,1.0678850195684115,1.0816183469445455,462910,20240815
AUD → PERI 35,AUD,PERI 35,object1,0.13373253493013973,1.1209681280820172,1.0025562126850749,462911,20240809
PERI 35 → AUD,PERI 35,AUD,object1,0.25948103792415167,1.1068253232859102,1.128012197748729,462911,20240809
AUD → PERI 35,AUD,PERI 35,object2,0.3333333333333333,1.1255569035910875,1.2538138800750078,462911,20240809
PERI 35 → AUD,PERI 35,AUD,object2,0.42115768463073855,1.1121668741975317,1.0798218659344008,462911,20240809
AUD → PERI 35,AUD,PERI 35,object3,0.8363273453093812,1.0038133635491833,0.9957106439928836,462911,20240809
PERI 35 → AUD,PERI 35,AUD,object3,0.3532934131736527,1.0752611364038716,0.9738153986890639,462911,20240809
AUD → PERI 36,AUD,PERI 36,object1,0.562874251497006,1.084406325148717,1.1101333074872135,462911,20240809
PERI 36 → AUD,PERI 36,AUD,object1,0.00998003992015968,1.1960441677127747,1.0977013357591614,462911,20240809
AUD → PERI 36,AUD,PERI 36,object2,0.5149700598802395,1.128235147302404,1.1692695412653658,462911,20240809
PERI 36 → AUD,PERI 36,AUD,object2,0.2275449101796407,1.1226863777726073,1.0537687618935263,462911,20240809
AUD → PERI 36,AUD,PERI 36,object3,0.48902195608782434,1.0724877397721058,1.118048907748758,462911,20240809
PERI 36 → AUD,PERI 36,AUD,object3,0.5608782435129741,1.0510443170517798,0.9778960277420922,462911,20240809
AUD → TEa,AUD,TEa,object1,0.41916167664670656,1.081853419417591,1.0949688862170237,462911,20240809
TEa → AUD,TEa,AUD,object1,0.017964071856287425,1.1984308401440225,1.0819192197880927,462911,20240809
AUD → TEa,AUD,TEa,object2,0.3153692614770459,1.1291291270376667,1.0773499323573277,462911,20240809
TEa → AUD,TEa,AUD,object2,0.8862275449101796,1.0436156894005184,1.0283838466588242,462911,20240809
AUD → TEa,AUD,TEa,object3,0.624750499001996,1.0358584852698565,1.0667518994587237,462911,20240809
TEa → AUD,TEa,AUD,object3,0.07984031936127745,1.126423614931912,1.0513860288984345,462911,20240809
AUD → VIS,AUD,VIS,object1,0.7045908183632734,1.0453281082711265,1.0975645553444475,462911,20240809
VIS → AUD,VIS,AUD,object1,0.8542914171656687,1.0220901076176985,1.0385064293663238,462911,20240809
AUD → VIS,AUD,VIS,object2,0.19760479041916168,1.1563587620202187,1.177891638485315,462911,20240809
VIS → AUD,VIS,AUD,object2,0.3912175648702595,1.1101313094694856,1.0973109933931273,462911,20240809
AUD → VIS,AUD,VIS,object3,0.6726546906187625,1.032540105510255,0.9893905155170863,462911,20240809
VIS → AUD,VIS,AUD,object3,0.4171656686626746,1.0672501724255201,1.0503166901330885,462911,20240809
AUD → dCA1,AUD,dCA1,object1,0.6626746506986028,1.0732887346997748,1.2201281161974449,462911,20240809
dCA1 → AUD,dCA1,AUD,object1,0.9461077844311377,1.023726762160662,1.110289090808775,462911,20240809
AUD → dCA1,AUD,dCA1,object2,0.007984031936127744,1.2358252499395164,1.0832172617490183,462911,20240809
dCA1 → AUD,dCA1,AUD,object2,0.1656686626746507,1.1730867067526154,1.0922952110168642,462911,20240809
AUD → dCA1,AUD,dCA1,object3,0.7085828343313373,1.0493593587225147,1.0990074596527155,462911,20240809
dCA1 → AUD,dCA1,AUD,object3,0.3273453093812375,1.0744822786369954,1.141885558390796,462911,20240809
PERI 35 → PERI 36,PERI 35,PERI 36,object1,0.18562874251497005,1.12090589860352,1.1148975938770482,462911,20240809
PERI 36 → PERI 35,PERI 36,PERI 35,object1,0.3852295409181637,1.0937129888310817,1.14452148369795,462911,20240809
PERI 35 → PERI 36,PERI 35,PERI 36,object2,0.562874251497006,1.1277991956700173,1.1536561500927545,462911,20240809
PERI 36 → PERI 35,PERI 36,PERI 35,object2,0.4251497005988024,1.118222301370051,1.1694243488698133,462911,20240809
PERI 35 → PERI 36,PERI 35,PERI 36,object3,0.93812375249501,0.9979940240661839,1.0707721094980904,462911,20240809
PERI 36 → PERI 35,PERI 36,PERI 35,object3,0.9321357285429142,1.0016710179533388,1.049393304103779,462911,20240809
PERI 35 → TEa,PERI 35,TEa,object1,0.07385229540918163,1.1336952795889002,1.097279998714989,462911,20240809
TEa → PERI 35,TEa,PERI 35,object1,0.718562874251497,1.032770270189163,1.1151170333190834,462911,20240809
PERI 35 → TEa,PERI 35,TEa,object2,0.2754491017964072,1.1351018959029806,1.061792886996832,462911,20240809
TEa → PERI 35,TEa,PERI 35,object2,0.7844311377245509,1.0645047932472254,1.142533087223377,462911,20240809
PERI 35 → TEa,PERI 35,TEa,object3,0.42714570858283435,1.0587402072206837,1.059572074187074,462911,20240809
TEa → PERI 35,TEa,PERI 35,object3,0.5988023952095808,1.0319033973217764,1.053215228270044,462911,20240809
PERI 35 → VIS,PERI 35,VIS,object1,0.8023952095808383,1.0297099919994548,1.0600148387076065,462911,20240809
VIS → PERI 35,VIS,PERI 35,object1,0.09780439121756487,1.128733652413314,1.0241463183955823,462911,20240809
PERI 35 → VIS,PERI 35,VIS,object2,0.00998003992015968,1.2340780653265564,1.0421149447886286,462911,20240809
VIS → PERI 35,VIS,PERI 35,object2,0.033932135728542916,1.2137275480760499,1.0465820901027985,462911,20240809
PERI 35 → VIS,PERI 35,VIS,object3,0.8562874251497006,1.0022340123157663,1.097016364480606,462911,20240809
VIS → PERI 35,VIS,PERI 35,object3,0.562874251497006,1.0477893065855335,0.9688259617018231,462911,20240809
PERI 35 → dCA1,PERI 35,dCA1,object1,0.8682634730538922,1.0218518387612066,1.0670656257979412,462911,20240809
dCA1 → PERI 35,dCA1,PERI 35,object1,0.9041916167664671,1.019388947216192,1.0685218471588005,462911,20240809
PERI 35 → dCA1,PERI 35,dCA1,object2,0.5449101796407185,1.1059402032529215,1.0872767987816223,462911,20240809
dCA1 → PERI 35,dCA1,PERI 35,object2,0.15169660678642716,1.192951394634153,1.0420233092725633,462911,20240809
PERI 35 → dCA1,PERI 35,dCA1,object3,0.2275449101796407,1.0948128053832267,1.0667141401627762,462911,20240809
dCA1 → PERI 35,dCA1,PERI 35,object3,0.013972055888223553,1.1607750508883925,1.0865442880844913,462911,20240809
PERI 36 → TEa,PERI 36,TEa,object1,0.21956087824351297,1.1141757789557731,1.0646177734445785,462911,20240809
TEa → PERI 36,TEa,PERI 36,object1,0.26746506986027946,1.1049776490994798,1.1045097921398765,462911,20240809
PERI 36 → TEa,PERI 36,TEa,object2,0.06986027944111776,1.1784258687827744,1.0902358765971447,462911,20240809
TEa → PERI 36,TEa,PERI 36,object2,0.19161676646706588,1.1674546768355278,1.172756941216526,462911,20240809
PERI 36 → TEa,PERI 36,TEa,object3,0.7385229540918163,1.026373351883931,1.004068732858717,462911,20240809
TEa → PERI 36,TEa,PERI 36,object3,0.5049900199600799,1.0625233074434735,1.1600548151719037,462911,20240809
PERI 36 → VIS,PERI 36,VIS,object1,0.07584830339321358,1.1435684722658916,1.0279706682069283,462911,20240809
